3003.98095703125,3003.979248046875,26.22675895690918
2792.138916015625,2792.135986328125,55.69116973876953
2315.89599609375,2315.8876953125,161.50125122070312
2041.444580078125,2041.4324951171875,242.05670166015625
1877.21728515625,1877.202880859375,288.7185363769531
1779.765380859375,1779.74951171875,317.17230224609375
1708.265625,1708.24853515625,341.1126403808594
1660.0516357421875,1660.0330810546875,366.3194274902344
1618.0560302734375,1618.037109375,377.2821960449219
1580.6080322265625,1580.587890625,396.83892822265625
1541.395751953125,1541.375,415.00762939453125
1502.5411376953125,1502.5198974609375,427.48004150390625
1486.874267578125,1486.85205078125,443.8576354980469
1450.803466796875,1450.7803955078125,462.1083679199219
1423.572265625,1423.548583984375,471.10479736328125
1411.53955078125,1411.5155029296875,482.6964111328125
1378.8621826171875,1378.83740234375,494.486083984375
1351.1419677734375,1351.1162109375,512.6879272460938
1335.4410400390625,1335.414306640625,532.9006958007812
1317.3511962890625,1317.323974609375,545.1456909179688
1300.295654296875,1300.2674560546875,561.1478881835938
1280.410400390625,1280.38134765625,577.8742065429688
1262.748779296875,1262.719482421875,587.3213500976562
1230.9556884765625,1230.9256591796875,601.440673828125
1208.557373046875,1208.5267333984375,613.8445434570312
1193.130859375,1193.0994873046875,626.809814453125
1168.6094970703125,1168.578125,626.2028198242188
1166.4686279296875,1166.4361572265625,645.8561401367188
1153.3878173828125,1153.3544921875,665.09814453125
1131.004638671875,1130.97119140625,666.6420288085938
1113.81201171875,1113.7779541015625,679.0264282226562
1102.5933837890625,1102.558837890625,690.8294677734375
1091.28857421875,1091.2537841796875,697.2451782226562
1064.16748046875,1064.132080078125,708.7465209960938
1047.267578125,1047.2315673828125,719.9940795898438
1047.0941162109375,1047.0582275390625,718.2997436523438
1036.415283203125,1036.3787841796875,728.8245849609375
1006.7652587890625,1006.7280883789062,744.2052001953125
1000.2333984375,1000.1963500976562,741.9160766601562
996.9690551757812,996.93115234375,759.4386596679688
